[HEADER]
VERSION	1	0
BPM_DEF	135.000
MET_DEF	4	4
RESOLUTION	384

[COMPOSITION]
FLY	17	0	1
FLY	23	0	0

[LAYER]

[COLLECTION]
BRK	5	0	0
BRK	5	192	0
BRK	6	0	1
BRK	6	192	0
BRK	7	0	1
BRK	7	192	0
BRK	8	0	0
BRK	9	0	0
BRK	9	288	0
BRK	10	0	1
BRK	10	192	0
BRK	11	0	1
BRK	11	192	0
BRK	12	0	0
BRK	12	192	1
BRK	13	0	0
BRK	14	0	0
BRK	14	192	0
BRK	15	0	0
BRK	15	192	0
BRK	18	0	0
BRK	18	96	1
BRK	18	192	0
BRK	18	288	1
BRK	19	0	1
BRK	19	96	2
BRK	19	192	1
BRK	19	288	2
BRK	20	0	0
BRK	20	96	1
BRK	20	192	0
BRK	20	288	1
BRK	21	0	1
BRK	21	96	2
BRK	21	192	1
BRK	21	288	2
BRK	22	0	0
BRK	22	96	1
BRK	22	192	0
BRK	22	288	1
BRK	24	0	0
BRK	24	192	0
BRK	25	0	1
BRK	25	192	0
BRK	26	0	0
BRK	26	96	1
BRK	26	192	0
BRK	27	0	0
BRK	27	192	0
BRK	28	96	1
BRK	29	0	0
BRK	29	192	1
BRK	30	0	0
BRK	30	192	0
BRK	31	0	0
BRK	31	192	0
BRK	32	0	1
BRK	32	96	0
BRK	32	192	1
BRK	32	288	0
BRK	33	0	1
BRK	33	96	0
BRK	33	192	1
BRK	33	288	0
BRK	34	0	0
BRK	34	96	1
BRK	34	192	0
BRK	35	0	0
BRK	35	192	0
BRK	36	0	0
BRK	36	96	1
BRK	36	192	0
BRK	37	0	0
BRK	37	192	0
BRK	37	288	0
BRK	38	0	0
BRK	38	192	0
BRK	39	0	0
BRK	39	96	1
BRK	39	192	0
BRK	40	0	0
BRK	40	96	0
BRK	40	192	1
BRK	41	192	0
BRK	41	288	0
BRK	42	0	0
BRK	42	192	1
BRK	43	0	0
BRK	43	96	1
BRK	43	192	0
BRK	44	0	0
BRK	44	192	0
BRK	45	0	0
BRK	45	96	1
BRK	45	192	0
BRK	46	0	0
BRK	46	192	0
BRK	47	0	0
BRK	47	192	1
BRK	48	192	0
BRK	48	288	0
BRK	49	0	0
BRK	49	192	0
BRK	50	0	0
BRK	50	192	0
BRK	50	288	1
BRK	51	0	0
BRK	51	192	0
BRK	52	0	0
BRK	52	192	0
BRK	53	0	0
BRK	53	192	0
BRK	54	0	0
BRK	54	192	1
BRK	55	0	0
BRK	55	192	0
BRK	56	0	0
BRK	56	96	1
BRK	56	192	0
BRK	57	0	0
BRK	57	192	0
BRK	58	96	0
BRK	58	192	0
BRK	59	0	0
BRK	59	192	0
BRK	60	0	0
BRK	60	96	1
BRK	60	192	0
BRK	61	0	0
BRK	61	192	0
BRK	62	0	0
BRK	62	192	0
BRK	63	0	0
BRK	63	192	0
BRK	64	0	0
BRK	64	192	0

[OBSTACLE]
JMP	6	0	0
SLD	6	192	1
JMP	7	0	0
SLD	7	192	1
KIK	8	192	0
KIK	9	192	0
JMP	10	0	0
SLD	10	192	1
JMP	11	0	0
SLD	11	192	1
JMP	12	192	0
KIK	13	192	0
SLD	14	192	1
SLD	15	96	1
LTN	18	0	1
LTN	18	96	0
LTN	18	192	1
LTN	18	288	0
LTN	19	0	2
LTN	19	96	1
LTN	19	192	2
LTN	19	288	1
LTN	20	0	1
LTN	20	96	0
LTN	20	192	1
LTN	20	288	0
LTN	21	0	2
LTN	21	96	1
LTN	21	192	2
LTN	21	288	1
LTN	22	0	1
LTN	22	96	0
LTN	22	192	1
LTN	22	288	0
SLD	24	96	1
KIK	24	288	0
JMP	25	0	0
KIK	26	288	0
JMP	27	96	0
SLD	27	288	1
JMP	28	96	0
SLD	28	288	1
JMP	29	192	0
SLD	29	288	1
KIK	31	96	0
SLD	31	288	1
JMP	32	0	0
SLD	32	96	1
JMP	32	192	0
SLD	32	288	1
JMP	33	0	0
SLD	33	96	1
JMP	33	192	0
SLD	33	288	1
KIK	34	288	0
KIK	35	96	0
KIK	35	288	0
JMP	36	96	0
KIK	36	288	0
SLD	37	192	1
SLD	37	288	1
KIK	38	96	0
KIK	38	288	0
JMP	39	96	0
KIK	39	288	0
JMP	40	192	0
KIK	40	288	0
JMP	41	96	0
SLD	41	192	1
SLD	41	288	1
JMP	42	192	0
KIK	43	288	0
KIK	44	96	0
KIK	44	288	0
JMP	45	96	0
KIK	45	288	0
KIK	46	96	0
SLD	46	288	1
JMP	47	192	0
KIK	48	0	0
SLD	48	192	1
SLD	48	288	1
JMP	50	96	0
SLD	51	0	1
SLD	51	192	1
JMP	54	192	0
KIK	56	288	0
KIK	57	288	0
SLD	58	0	1
KIK	58	288	0
KIK	59	288	0
SLD	60	192	1
KIK	61	288	0
KIK	62	288	0
SLD	63	192	1
