[HEADER]
VERSION	1	0
BPM_DEF	87.000
MET_DEF	4	4
RESOLUTION	384

[COMPOSITION]

[LAYER]

[COLLECTION]
BRK	3	96	0
BRK	3	192	0
BRK	3	288	0
BRK	4	96	0
BRK	4	288	1
BRK	5	96	0
BRK	5	288	1
BRK	6	96	0
BRK	6	288	1
BRK	7	96	0
BRK	7	288	1
BRK	8	96	1
BRK	8	288	0
BRK	9	96	1
BRK	9	288	0
BRK	11	96	0
BRK	11	288	0
BRK	12	96	0
BRK	12	288	0
BRK	13	96	0
BRK	13	288	0
BRK	14	96	0
BRK	14	288	0
BRK	15	96	0
BRK	15	288	0
BRK	16	96	0
BRK	16	288	0
BRK	17	192	0
BRK	17	288	1
BRK	18	192	1
BRK	18	288	0
BRK	19	192	0
BRK	19	288	1
BRK	20	96	0
BRK	21	96	0
BRK	21	288	1
BRK	22	96	0
BRK	22	288	0
BRK	23	96	0
BRK	23	288	0
BRK	24	96	0
BRK	24	288	0
BRK	25	96	0
BRK	25	288	0
BRK	26	192	1
BRK	26	288	0
BRK	27	192	1
BRK	27	288	0
BRK	28	192	1
BRK	28	288	0
BRK	30	96	0
BRK	31	48	0
BRK	31	192	1
BRK	32	288	0
BRK	33	288	0
BRK	34	192	1
BRK	35	192	1
BRK	36	96	0
BRK	36	288	0
BRK	37	96	0
BRK	38	192	0
BRK	39	192	0
BRK	40	192	0
BRK	41	192	0
BRK	42	192	0
BRK	43	192	1
BRK	44	192	1
BRK	45	96	0
BRK	45	240	1
BRK	46	48	0
BRK	46	336	0
BRK	47	96	0
BRK	47	336	1
BRK	48	96	0
BRK	48	288	1
BRK	49	192	0
BRK	50	144	0
BRK	50	240	1
BRK	51	48	0
BRK	51	336	1
BRK	52	48	0
BRK	52	288	1
BRK	53	48	0
BRK	53	192	0
BRK	53	336	0
BRK	54	48	0
BRK	54	192	0
BRK	55	144	0
BRK	55	336	0
BRK	56	96	0
BRK	56	192	1
BRK	56	288	0
[OBSTACLE]
JMP	11	192	0
JMP	12	192	0
JMP	13	192	0
JMP	14	192	0
JMP	15	192	0
JMP	16	192	0
JMP	17	0	0
JMP	18	96	0
JMP	19	96	0
JMP	20	0	0
JMP	20	288	0
KIK	22	192	0
KIK	23	192	0
KIK	24	192	0
KIK	25	192	0
KIK	26	96	0
KIK	27	96	0
KIK	28	96	0
KIK	29	192	0
JMP	30	192	0
JMP	32	96	0
KIK	33	96	0
KIK	34	96	0
KIK	34	288	0
KIK	35	96	0
KIK	35	288	0
JMP	36	192	0
JMP	37	192	0
KIK	37	288	0
JMP	38	96	0
KIK	38	288	0
KIK	39	96	0
JMP	39	288	0
JMP	40	96	0
KIK	40	288	0
JMP	41	96	0
KIK	41	288	0
JMP	42	96	0
KIK	42	288	0
KIK	43	96	0
JMP	43	288	0
KIK	44	96	0
JMP	44	288	0
SLD	45	96	1
JMP	45	240	0
JMP	46	192	0
SLD	47	192	1
JMP	47	336	0
SLD	48	96	1
JMP	48	288	0
JMP	49	48	0
SLD	49	240	1
JMP	50	48	0
JMP	50	336	0
SLD	51	48	1
JMP	51	192	0
SLD	52	96	1
JMP	52	288	0
SLD	54	96	1
JMP	54	336	0
