[HEADER]
VERSION	1	0
BPM_DEF	107.000
MET_DEF	4	4
RESOLUTION	384

[COMPOSITION]
TUT	0	16	1
TUT	2	0	0
TUT	3	0	2
TUT	8	0	0
TUT	10	0	3
TUT	13	0	0

[LAYER]

[COLLECTION]
BRK	3	192	1
BRK	4	192	1
BRK	5	96	0
BRK	5	288	0
BRK	6	96	0
BRK	6	288	0
BRK	7	96	0
BRK	7	288	0
BRK	8	96	0
BRK	8	288	0
BRK	9	96	1
BRK	9	192	0
BRK	10	96	1
BRK	10	192	0
BRK	10	288	0
BRK	11	288	0
BRK	12	288	0
BRK	13	288	0
BRK	14	96	1
BRK	14	192	0
BRK	15	96	1
BRK	15	192	0
BRK	16	96	1
BRK	16	192	0
BRK	17	96	1
BRK	17	192	0
BRK	18	0	0
BRK	18	192	0
BRK	19	0	0
BRK	19	192	0
BRK	20	0	0
BRK	20	192	0
BRK	21	0	0
BRK	22	0	0
BRK	22	192	0
BRK	23	192	0
BRK	24	0	0
BRK	24	192	0
BRK	25	0	0
BRK	26	0	0
BRK	26	192	0
BRK	27	0	0
BRK	28	192	0
BRK	29	192	0
BRK	30	192	0
BRK	31	192	0
BRK	32	192	0
BRK	33	192	0
BRK	34	96	0
BRK	34	288	0
BRK	35	96	0
BRK	35	288	0
BRK	36	192	1
BRK	37	192	1
BRK	38	192	0
BRK	39	192	0
BRK	40	192	0
BRK	41	192	0
BRK	42	192	1
BRK	43	192	1
BRK	44	192	1
BRK	45	192	1
BRK	46	96	0
BRK	46	192	1
BRK	46	288	0
BRK	47	96	0
BRK	47	192	1
BRK	47	288	0
BRK	48	96	0
BRK	48	288	0

[OBSTACLE]
JMP	5	192	0
JMP	6	192	0
JMP	7	192	0
JMP	8	192	0
JMP	9	288	0
KIK	11	96	0
KIK	12	96	0
KIK	13	96	0
KIK	14	288	0
KIK	15	288	0
KIK	16	288	0
KIK	17	288	0
JMP	18	96	0
KIK	18	288	0
JMP	19	96	0
KIK	19	288	0
JMP	20	96	0
JMP	20	288	0
KIK	21	96	0
KIK	21	288	0
JMP	22	96	0
JMP	22	288	0
KIK	23	96	0
KIK	23	288	0
JMP	24	96	0
JMP	24	288	0
KIK	25	96	0
KIK	25	288	0
JMP	26	96	0
JMP	26	288	0
KIK	27	96	0
KIK	27	288	0
JMP	28	96	0
KIK	28	288	0
JMP	29	96	0
KIK	29	288	0
KIK	30	96	0
KIK	30	288	0
KIK	31	96	0
KIK	31	288	0
KIK	32	96	0
JMP	32	288	0
KIK	33	96	0
JMP	33	288	0
JMP	34	192	0
JMP	35	192	0
KIK	36	96	0
KIK	36	288	0
KIK	37	96	0
KIK	37	288	0
JMP	38	96	0
KIK	38	288	0
JMP	39	96	0
KIK	39	288	0
JMP	40	96	0
KIK	40	288	0
KIK	41	96	0
KIK	41	288	0
JMP	42	96	0
KIK	42	288	0
JMP	43	96	0
KIK	43	288	0
JMP	44	96	0
KIK	44	288	0
JMP	45	96	0
KIK	45	288	0
