[HEADER]
VERSION	1	0
BPM_DEF	158.000
MET_DEF	4	4
RESOLUTION	384

[COMPOSITION]
TUT	2	0	4
TUT	7	0	0
FLY	35	0	1
TUT	35	0	5
TUT	37	0	0
FLY	51	0	0

[LAYER]

[COLLECTION]
BRK	2	192	0
BRK	3	192	0
BRK	4	288	0
BRK	5	288	0
BRK	6	288	0
BRK	7	288	0
BRK	8	288	0
BRK	9	288	0
BRK	10	288	0
BRK	11	288	0
BRK	12	192	0
BRK	13	192	0
BRK	14	192	0
BRK	15	192	0
BRK	16	192	0
BRK	17	192	0
BRK	18	96	0
BRK	19	192	1
BRK	19	192	1
BRK	20	288	0
BRK	21	288	0
BRK	22	288	0
BRK	23	96	0
BRK	23	192	1
BRK	23	288	0
BRK	24	288	0
BRK	25	288	0
BRK	26	288	0
BRK	27	96	0
BRK	27	192	1
BRK	27	288	0
BRK	28	96	0
BRK	28	192	0
BRK	29	96	0
BRK	29	192	0
BRK	30	96	0
BRK	30	192	0
BRK	31	96	0
BRK	31	192	0
BRK	32	0	0
BRK	33	0	0
BRK	35	96	0
BRK	36	96	1
BRK	36	192	1
BRK	36	288	0
BRK	37	96	2
BRK	37	192	1
BRK	37	288	0
BRK	38	96	0
BRK	38	192	1
BRK	38	288	2
BRK	39	0	2
BRK	39	96	2
BRK	39	288	0
BRK	40	96	1
BRK	40	192	0
BRK	40	288	1
BRK	41	96	0
BRK	41	192	0
BRK	41	288	0
BRK	42	96	1
BRK	42	192	2
BRK	42	288	2
BRK	43	0	1
BRK	43	96	1
BRK	43	192	1
BRK	43	288	0
BRK	44	96	0
BRK	44	192	1
BRK	44	288	2
BRK	45	0	2
BRK	45	96	0
BRK	45	192	1
BRK	45	288	2
BRK	46	0	2
BRK	46	96	2
BRK	46	192	1
BRK	46	288	0
BRK	47	0	0
BRK	47	96	0
BRK	47	192	0
BRK	47	288	1
BRK	48	0	1
BRK	48	96	1
BRK	48	288	0
BRK	49	0	0
BRK	49	96	0
BRK	49	192	1
BRK	49	288	2
BRK	50	0	1
BRK	50	96	2
BRK	50	192	0
BRK	54	192	0
BRK	54	288	1
BRK	55	192	0
BRK	55	288	1
BRK	56	192	0
BRK	56	288	1
BRK	57	192	0
BRK	57	288	1
BRK	58	192	0
BRK	58	288	1
BRK	59	192	0
BRK	59	288	1
BRK	60	192	0
BRK	61	192	0
BRK	62	192	0
BRK	63	96	0
BRK	63	192	1
BRK	64	96	0
BRK	64	288	1
BRK	65	96	1
BRK	66	96	0
BRK	66	192	1
BRK	66	288	0
BRK	67	96	0
BRK	67	192	1
BRK	67	288	0

[OBSTACLE]
SLD	4	288	1
SLD	5	288	1
SLD	6	288	1
SLD	7	288	1
JMP	8	96	0
KIK	9	96	0
JMP	10	96	0
KIK	11	96	0
SLD	12	96	1
KIK	12	288	0
SLD	13	96	1
KIK	13	288	0
SLD	14	96	1
KIK	14	288	0
SLD	15	96	1
JMP	15	288	0
SLD	16	96	1
JMP	16	288	0
SLD	17	96	1
JMP	17	288	0
JMP	18	192	0
JMP	20	96	0
KIK	21	96	0
SLD	22	96	1
JMP	24	96	0
KIK	25	96	0
SLD	26	96	1
SLD	28	96	1
JMP	28	288	0
SLD	29	96	1
KIK	29	288	0
SLD	30	96	1
JMP	30	288	0
SLD	31	96	1
KIK	31	288	0
KIK	32	96	0
KIK	32	288	0
JMP	33	96	0
JMP	33	288	0
LTN	36	96	2
LTN	36	96	0
LTN	36	192	2
LTN	36	288	2
LTN	37	96	0
LTN	37	288	2
LTN	38	0	2
LTN	38	96	1
LTN	38	288	0
LTN	39	0	0
LTN	39	96	1
LTN	39	192	1
LTN	40	96	0
LTN	40	96	2
LTN	40	192	2
LTN	40	288	2
LTN	41	96	1
LTN	41	192	1
LTN	41	288	2
LTN	42	48	2
LTN	42	96	0
LTN	42	288	0
LTN	43	96	2
LTN	43	96	0
LTN	43	288	1
LTN	44	48	1
LTN	44	144	2
LTN	44	192	0
LTN	44	288	1
LTN	45	0	1
LTN	45	192	0
LTN	45	288	0
LTN	45	288	1
LTN	46	0	0
LTN	46	96	0
LTN	46	240	2
LTN	46	288	1
LTN	47	0	1
LTN	47	0	2
LTN	47	96	1
LTN	47	192	1
LTN	47	288	2
LTN	48	96	0
LTN	48	192	0
LTN	48	288	1
LTN	49	0	1
LTN	49	96	1
LTN	49	192	0
LTN	49	288	0
LTN	50	0	0
LTN	50	96	0
LTN	50	192	2
KIK	54	96	0
KIK	55	96	0
KIK	56	96	0
SLD	57	96	1
SLD	58	96	1
SLD	59	96	1
JMP	60	96	0
SLD	60	288	1
JMP	61	96	0
SLD	61	288	1
JMP	62	96	0
KIK	62	288	0
KIK	63	288	0
SLD	64	96	1
JMP	65	288	0
